gu,dong,number,기준_년분기_코드,행정동_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,보증금(만원)_전세,임대료(만원)_전세,임대면적_전세,보증금(만원)_월세,임대료(만원)_월세,임대면적_월세
강북구,수유1동,5248,20242,11305615,153,4.0,2.0,,,12.0,,2.0,3.0,1.0,,,1.0,,,,,,1.0,40.0,,,,,,
강북구,수유2동,4017,20242,11305625,85,3.0,,,,12.0,3.0,,,,,,,,,,,,1.0,15.0,,,,,,
강북구,수유3동,8157,20242,11305635,158,4.0,6.0,,1.0,16.0,,,1.0,,,,,1.0,,,,,1.0,30.0,,,,,,
강북구,삼양동,4675,20242,11305534,165,4.0,1.0,,,14.0,3.0,2.0,,1.0,,,,,,,,,3.0,34.0,,,,,,
강북구,미아동,6541,20242,11305535,144,3.0,3.0,,1.0,14.0,,,,1.0,4.0,,,,,,,,1.0,28.0,23881.426039119804,0.0,57.32729828850856,4128.278793418647,50.95063985374772,41.0582084095064
강북구,송중동,6280,20242,11305545,212,4.0,1.0,,2.0,18.0,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,69.0,,,,,,
강북구,송천동,6472,20242,11305555,164,9.0,5.0,,1.0,17.0,,1.0,2.0,2.0,,,2.0,,,,,,1.0,24.0,,,,,,
강북구,삼각산동,2743,20242,11305575,114,2.0,1.0,,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,,36.0,,,,,,
강북구,우이동,3985,20242,11305645,132,2.0,,,,7.0,1.0,,1.0,,2.0,,,,,,,,3.0,54.0,18628.349514563102,0.0,59.312233009708734,4268.064285714286,49.07142857142857,44.22678571428571
강북구,인수동,6118,20242,11305660,175,13.0,2.0,1.0,2.0,14.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,57.0,,,,,,
도봉구,쌍문1동,3519,20242,11320660,126,6.0,1.0,,1.0,4.0,1.0,3.0,,1.0,17.0,,,,,,,,,54.0,,,,,,
도봉구,쌍문2동,3369,20242,11320670,87,3.0,1.0,,1.0,10.0,1.0,1.0,1.0,,,,,,2.0,,,,,19.0,,,,,,
도봉구,쌍문3동,3771,20242,11320680,78,3.0,3.0,1.0,,12.0,,,1.0,,,,,,1.0,,,,1.0,17.0,,,,,,
도봉구,쌍문4동,1776,20242,11320681,64,1.0,,,,4.0,5.0,2.0,2.0,3.0,,,,,,,,,,23.0,,,,,,
도봉구,방학1동,5345,20242,11320690,148,6.0,6.0,,2.0,15.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,39.0,,,,,,
도봉구,방학2동,3987,20242,11320700,64,3.0,,,,7.0,,1.0,1.0,,,,,,,,,,,23.0,,,,,,
도봉구,방학3동,2164,20242,11320710,112,3.0,3.0,,,6.0,3.0,3.0,1.0,,,,,,,,,,,47.0,,,,,,
도봉구,창1동,4221,20242,11320511,94,3.0,2.0,,,7.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,28.0,,,,,,
도봉구,창2동,4412,20242,11320512,95,3.0,,,1.0,8.0,1.0,1.0,,,,,,,,,,,,44.0,,,,,,
도봉구,창3동,2745,20242,11320513,66,1.0,,,,7.0,1.0,2.0,,,,,1.0,,,,,,,25.0,,,,,,
도봉구,창4동,3543,20242,11320514,130,7.0,4.0,,,8.0,1.0,2.0,1.0,2.0,,,,,,,,,,51.0,,,,,,
도봉구,창5동,3415,20242,11320515,119,7.0,3.0,,3.0,12.0,1.0,3.0,,,,,,2.0,,,,,2.0,24.0,,,,,,
도봉구,도봉1동,4691,20242,11320521,122,4.0,1.0,,,9.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,38.0,,,,,,
